City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
686,Porto Novo,BJ,6.4965,2.6036,84.2,84,40,12.66,scattered clouds
687,Buala,SB,-8.145,159.5921,80.11,85,100,10.87,light rain
688,Henties Bay,NA,-22.116,14.2845,69.01,90,53,4.0,broken clouds
689,Terra Santa,BR,-2.1042,-56.4869,77.25,87,56,1.52,broken clouds
690,Shimoda,JP,34.6667,138.95,53.6,82,40,9.22,scattered clouds
691,Zhanaozen,KZ,43.3,52.8,43.16,72,0,19.8,clear sky
692,Salem,IN,11.65,78.1667,62.65,87,100,3.02,overcast clouds
693,Novyy Urgal,RU,51.0736,132.5642,14.49,93,31,6.67,scattered clouds
694,Santa Flavia,IT,38.085,13.5351,57.99,55,100,11.99,overcast clouds
695,Formosa,AR,-26.1775,-58.1781,75.2,83,0,3.44,clear sky
696,Zlotow,PL,53.3635,17.0408,24.01,97,0,3.0,clear sky
697,Bloomfield,US,40.8068,-74.1854,30.2,37,90,4.61,overcast clouds
698,Ruidoso,US,33.3317,-105.673,41.0,48,90,6.91,overcast clouds
699,Kapchorwa,UG,1.3965,34.4509,64.2,64,100,4.79,overcast clouds
700,Vryheid,ZA,-27.7695,30.7917,62.35,95,98,2.89,overcast clouds
701,Jinchang,CN,38.4953,102.1739,38.98,63,0,8.21,clear sky
702,Gasa,PS,31.5,34.4667,53.01,100,0,1.01,clear sky
703,Neyshabur,IR,36.2133,58.7958,45.43,55,0,0.69,clear sky
704,Sioux Lookout,CA,50.1001,-91.917,-16.6,63,20,2.3,few clouds
705,Pumiao,CN,22.75,108.4833,51.8,93,0,2.24,clear sky
706,Margahovit,AM,40.7338,44.6847,33.8,86,3,6.58,clear sky
707,Naples,IT,40.8333,14.25,44.6,87,75,6.91,moderate rain
708,Kamyshin,RU,50.0983,45.416,34.16,96,100,9.62,overcast clouds
709,Westport,US,41.1415,-73.3579,28.99,34,90,5.75,overcast clouds
710,Cabarroguis,PH,16.5833,121.5,72.64,82,97,1.66,overcast clouds
711,Omboue,GA,-1.5746,9.2618,78.93,85,100,6.46,light rain
712,Bardiyah,LY,31.7561,25.0865,55.54,74,0,5.84,clear sky
713,Simao,CN,22.7886,100.9748,53.85,70,16,0.69,few clouds
714,Fort Nelson,CA,58.8053,-122.7002,5.0,61,1,2.3,clear sky
715,Brigantine,US,39.4101,-74.3646,28.99,64,90,3.44,overcast clouds
716,Praia,CV,14.9215,-23.5087,69.8,73,0,19.57,clear sky
